stop_number,station_id,station_name,lat,lng,distance_to_next_km,cumulative_distance_km
1,0,101 Smith Place,42.392568,-71.150761,0.592,0.0
2,11,55 Wheeler Street,42.390821,-71.143946,0.692,0.592
3,31,Alewife Station at Russell Field,42.396232,-71.139788,0.697,1.284
4,193,Discovery Park - 30 Acorn Park Drive,42.397908,-71.147971,0.429,1.982
5,23,87-101 Cambridgepark Drive,42.395221,-71.144219,0.182,2.411
6,21,84 Cambridgepark Dr,42.3936,-71.143941,0.247,2.592
7,30,Alewife MBTA at Steel Place,42.395588,-71.142606,0.534,2.839
8,492,Thorndike Field at Minuteman Bikeway,42.400168,-71.144569,0.485,3.373
9,302,Lake St. at Minuteman Bikeway,42.40417,-71.146903,0.427,3.858
10,340,Mass Ave at Grafton St,42.40726,-71.143821,0.886,4.285
11,339,Mass Ave at Alewife Greenway,42.401364,-71.136557,2.101,5.171
12,51,Ball Sq,42.399368,-71.111115,0.589,7.272
13,167,Community Path at Cedar Street,42.394072,-71.111336,0.642,7.861
14,178,Craigie St at Summer St,42.388316,-71.110682,0.531,8.503
15,206,Elm St at White St,42.389524,-71.116941,0.245,9.034
16,410,Porter Square Station,42.387995,-71.119084,0.704,9.279
17,417,Raymond Park at Walden St,42.387369,-71.12761,0.612,9.983
18,421,Rindge Avenue - O'Neill Library,42.392766,-71.129042,0.523,10.594
19,186,Danehy Park,42.388966,-71.132788,0.515,11.117
20,187,Danehy Park at New Street,42.389456,-71.139019,0.838,11.632
21,223,Fresh Pond Reservation,42.382678,-71.143478,0.9,12.47
22,18,700 Huron Ave,42.380788,-71.154128,0.782,13.369
23,16,699 Mt Auburn St,42.375002,-71.148716,1.102,14.151
24,360,Mt Auburn,42.374932,-71.135304,1.143,15.253
25,253,Harvard Kennedy School at Bennett St / Eliot St,42.372216,-71.12188,0.504,16.396
26,259,Harvard Stadium: N. Harvard St at Soldiers Field Rd,42.368019,-71.1242,0.159,16.901
27,366,N. Harvard St at Harvard Way,42.366782,-71.125175,0.369,17.06
28,3,175 N Harvard St,42.364474,-71.128408,0.538,17.429
29,550,Western Ave at Everett St,42.363168,-71.134719,0.289,17.967
30,267,Herter Park,42.365723,-71.135392,0.504,18.257
31,94,Brighton Mills - 370 Western Ave,42.361545,-71.137762,1.174,18.761
32,92,Brighton Ave at Linden St,42.352837,-71.129675,0.484,19.935
33,398,Packard's Corner - Commonwealth Ave at Brighton Ave,42.352261,-71.123831,0.039,20.42
34,165,Commonwealth Ave at Naples Rd,42.351911,-71.123798,0.212,20.459
35,157,Commonwealth Ave At Babcock St,42.351547,-71.121262,0.184,20.671
36,158,Commonwealth Ave at Agganis Way,42.351692,-71.119034,0.747,20.855
37,315,Lower Cambridgeport at Magazine St / Riverside Rd,42.357218,-71.113871,0.451,21.601
38,389,Old Morse Park at Putnam Ave,42.357662,-71.108413,0.368,22.052
39,452,Sidney Research Campus/Erie Street at Waverly,42.357753,-71.103934,0.239,22.421
40,320,MIT Vassar St,42.355601,-71.103944,1.277,22.66
41,56,Beacon St at Massachusetts Ave,42.350826,-71.08981,0.52,23.937
42,296,Kenmore Square - 660 Beacon St,42.34922,-71.095751,0.126,24.457
43,191,Deerfield St at Commonwealth Ave,42.349243,-71.097282,1.128,24.583
44,143,Christian Science Plaza - Massachusetts Ave at Westland Ave,42.343665,-71.085823,0.326,25.71
45,337,Mass Ave T Station,42.341356,-71.083369,0.155,26.037
46,344,Massachusetts Ave at Columbus Ave,42.340835,-71.081619,0.564,26.192
47,448,Shawmut Ave at Lenox St,42.335846,-71.080381,0.138,26.756
48,529,Washington St at Lenox St,42.335098,-71.079037,0.177,26.894
49,532,Washington St at Northampton St,42.336258,-71.077564,0.356,27.071
50,378,Northampton St at Fellows St,42.333586,-71.075188,0.358,27.427
51,78,Boston Medical Center - E Concord St at Harrison Ave,42.336399,-71.073067,0.45,27.785
52,537,Washington St at W Dedham St,42.340335,-71.071799,0.275,28.235
53,540,Washington St at Waltham St,42.341574,-71.068904,0.216,28.51
54,533,Washington St at Peters Park,42.342958,-71.067052,0.364,28.726
55,251,Harrison Ave at Mullins Way,42.345215,-71.06384,0.093,29.09
56,282,Ink Block - Harrison Ave at Herald St,42.345901,-71.063187,0.354,29.184
57,449,Shawmut Ave at Oak St W,42.348545,-71.065591,0.214,29.538
58,447,Shawmut Ave at Herald St,42.346647,-71.066049,0.24,29.752
59,446,Shawmut Ave at E Berkeley St,42.344607,-71.06702,0.231,29.993
60,494,Tremont St at E Berkeley St,42.345392,-71.069616,0.516,30.223
61,472,Stuart St at Berkeley St,42.349544,-71.07242,0.378,30.739
62,49,Back Bay T Stop - Dartmouth St at Stuart St,42.348074,-71.07657,0.292,31.117
63,84,Boylston St at Exeter St,42.349589,-71.079467,0.254,31.409
64,85,Boylston St at Fairfield St,42.348803,-71.082369,0.29,31.663
65,414,Prudential Center - 101 Huntington Ave,42.34652,-71.080657,0.464,31.953
66,177,Copley Square - Dartmouth St at Boylston St,42.349928,-71.077392,0.363,32.418
67,82,Boylston St at Berkeley St,42.351141,-71.073292,0.457,32.78
68,400,Park Plaza at Charles St S.,42.351828,-71.067811,0.135,33.237
69,474,Stuart St at Church St,42.350666,-71.068305,0.133,33.373
70,132,Charles St S at Stuart St,42.350777,-71.066694,0.053,33.506
71,473,Stuart St at Charles St,42.351146,-71.066289,0.619,33.558
72,55,Beacon St at Charles St,42.356052,-71.069849,0.255,34.178
73,362,Mugar Way at Beacon St,42.355536,-71.072868,0.601,34.432
74,131,Charles Circle - Charles St at Cambridge St,42.360792,-71.071189,1.085,35.033
75,147,Clarendon St at Newbury St,42.351596,-71.075616,0.213,36.118
76,83,Boylston St at Dartmouth St,42.350287,-71.077505,0.08,36.331
77,188,Dartmouth St at Newbury St,42.350961,-71.077828,1.492,36.41
78,321,MIT at Mass Ave / Amherst St,42.3581,-71.093198,0.463,37.902
79,338,Mass Ave at Albany St,42.361358,-71.096702,0.464,38.365
80,319,MIT Stata Center at Vassar St / Main St,42.362131,-71.091156,0.151,38.828
81,226,Galileo Galilei Way at Main Street,42.363003,-71.08974,0.194,38.98
82,34,Ames St at Broadway,42.363692,-71.087567,0.05,39.174
83,102,Broadway at Kittie Knox Bike Path,42.364126,-71.087386,0.676,39.225
84,258,Harvard St at Greene-Rose Heritage Park,42.365994,-71.095222,1.26,39.901
85,505,Union Square Station,42.377309,-71.094428,0.272,41.161
86,503,Union Square - Somerville,42.379647,-71.095404,0.438,41.433
87,504,Union Square East,42.380078,-71.090098,1.498,41.872
88,387,O'Brien Highway at First Street,42.370982,-71.076638,0.04,43.37
89,111,Cambridge Crossing at North First Street,42.371141,-71.076198,0.097,43.41
90,357,Morgan Ave at North First St,42.371977,-71.075858,0.297,43.507
91,204,Elevate at One Leighton,42.369931,-71.073526,0.896,43.805
92,368,Nashua Street at Red Auerbach Way,42.365673,-71.064263,1.224,44.701
93,404,Pearl St at Milk St,42.356775,-71.055497,0.49,45.925
94,235,Government Center - Cambridge St at Court St,42.359825,-71.059795,0.452,46.414
95,179,Cross St at Hanover St,42.362811,-71.056067,0.154,46.866
96,180,Cross St at Stillman St,42.363707,-71.057493,0.191,47.02
97,511,Valenti Way at Haverhill St,42.364738,-71.059349,0.128,47.211
98,117,Canal St at Causeway St,42.365188,-71.060788,0.463,47.339
99,156,Commercial St at Charter St,42.36817,-71.056847,0.685,47.803
100,309,Lewis Wharf at Atlantic Ave,42.363871,-71.050877,0.45,48.487
101,37,Aquarium T Stop - 200 Atlantic Ave,42.35986,-71.0516,0.083,48.937
102,477,Surface Rd at State Street,42.359743,-71.052602,0.423,49.021
103,73,Boston City Hall - 28 State St,42.35892,-71.057629,0.172,49.444
104,493,Tremont St at Court St,42.359086,-71.05971,0.312,49.616
105,495,Tremont St at Hamilton Pl,42.356683,-71.061666,0.065,49.928
106,402,Park Street T Stop - Tremont St at Park St,42.356627,-71.062457,0.221,49.993
107,536,Washington St at Temple Pl,42.354967,-71.060976,0.229,50.214
108,38,Arch St at Franklin St,42.355335,-71.058229,0.304,50.443
109,412,Post Office Square,42.355854,-71.054597,0.177,50.747
110,415,Purchase St at Pearl St,42.354659,-71.053181,0.28,50.924
111,270,High St at Federal St,42.353527,-71.056222,0.071,51.204
112,478,Surface Rd at Summer St,42.352945,-71.056564,0.12,51.274
113,462,South Station - 700 Atlantic Ave,42.352175,-71.055547,0.926,51.394
114,469,State Street at Channel Center,42.344137,-71.052608,0.697,52.32
115,7,300 Summer St,42.349784,-71.048935,0.139,53.017
116,172,Congress St at Sleeper St,42.351004,-71.0493,0.391,53.155
117,406,Pier 4 Blvd at Autumn Ln,42.35021,-71.04467,0.291,53.546
118,443,Seaport Hotel - Congress St at Seaport Ln,42.34881,-71.041677,0.341,53.837
119,171,Congress St at Northern Ave,42.3481,-71.03764,0.183,54.178
120,381,Northern Ave at Haul Rd,42.347181,-71.035796,0.555,54.361
121,45,Au Bon Pain Way at Fid Kennedy Ave,42.3461,-71.029199,0.246,54.916
122,281,ID Building West,42.344796,-71.031614,0.242,55.162
123,280,ID Building East,42.344827,-71.028664,0.641,55.405
124,247,Harbor St at Channel St,42.345143,-71.036453,0.468,56.046
125,15,645 Summer St,42.34178,-71.03987,0.804,56.513
126,75,Boston Convention and Exhibition Center - Summer St at West Side Dr,42.347763,-71.045359,0.348,57.317
127,488,The Lawn on D,42.344792,-71.044024,0.878,57.665
128,515,W Broadway at D St,42.339108,-71.051443,0.697,58.543
129,98,Broadway T Stop,42.343048,-71.058034,0.123,59.24
130,194,Dorchester Ave at Gillette Park,42.34404,-71.057376,0.402,59.363
131,499,Troy Boston,42.343749,-71.062256,0.797,59.765
132,250,Harrison Ave at E. Dedham St,42.339194,-71.06975,0.291,60.563
133,29,Albany St at E. Brookline St,42.336647,-71.068944,1.135,60.854
134,372,Newmarket Square T Stop - Massachusetts Ave at Newmarket Square,42.326599,-71.066498,1.799,61.989
135,306,Lenox St at Kendall St,42.337594,-71.08255,0.117,63.788
136,496,Tremont St at Northampton St,42.338431,-71.08169,0.793,63.905
137,380,Northeastern University - North Parking Lot,42.341814,-71.090179,0.204,64.697
138,217,Forsyth St at Huntington Ave,42.34002,-71.090688,0.805,64.901
139,552,Whittier St Health Center,42.332862,-71.092188,0.413,65.706
140,52,Bartlett St at John Elliot Sq,42.329463,-71.090158,0.454,66.12
141,428,Roxbury Crossing T Stop - Columbus Ave at Tremont St,42.331184,-71.095171,0.552,66.574
142,466,St. Alphonsus St at Tremont St,42.333292,-71.101246,0.274,67.126
143,391,One Brigham Circle,42.333922,-71.104465,0.548,67.399
144,422,Riverway at Brookline Ave,42.33661,-71.110046,0.668,67.947
145,106,Brookline Village - Station Street at MBTA,42.332743,-71.116266,0.898,68.615
146,334,Marion St at Harvard St,42.340122,-71.120705,0.668,69.513
147,1,1200 Beacon St,42.344148,-71.114673,0.767,70.181
148,175,Coolidge Corner - Beacon St at Centre St,42.341598,-71.123338,0.332,70.947
149,257,Harvard St and Stedman St,42.344351,-71.124903,0.373,71.279
150,286,JFK Crossing at Harvard St. / Thorndike St.,42.346551,-71.128332,0.366,71.653
151,252,Harvard Ave at Brainerd Rd,42.34953,-71.130227,0.21,72.019
152,163,Commonwealth Ave at Griggs St,42.349224,-71.132753,0.29,72.229
153,517,Walbridge St at Commonwealth Ave,42.347755,-71.135675,0.359,72.519
154,164,Commonwealth Ave at Kelton St,42.348358,-71.139972,0.319,72.879
155,161,Commonwealth Ave at Fidelis Way,42.345865,-71.141902,0.337,73.198
156,527,Washington St at Egremont Rd,42.342868,-71.141278,0.557,73.535
157,489,The Overlook at St. Gabriel's,42.34679,-71.145498,0.46,74.093
158,93,Brighton Center - Washington St at Cambridge St,42.348948,-71.150271,0.825,74.552
159,524,Washington St at Brock St,42.348952,-71.160316,0.538,75.378
160,388,Oak Square - 615 Washington St,42.35057,-71.166491,1.19,75.916
161,74,Boston College T,42.339878,-71.167089,2.204,77.106
162,126,Centre St at Commonwealth Ave,42.336235,-71.193442,0.737,79.31
163,506,Union St at Herrick Rd,42.329607,-71.193701,1.337,80.047
164,373,Newton Highlands T,42.322065,-71.206372,0.89,81.384
165,59,Beacon at Walnut,42.330062,-71.206684,0.689,82.274
166,374,Newton Library,42.336203,-71.207794,3.539,82.963
167,47,Auburndale,42.348055,-71.247759,1.774,86.502
168,549,West Newton,42.3496,-71.226274,1.139,88.276
169,545,Watertown St at Albemarle Rd,42.354104,-71.213822,0.586,89.415
170,538,Washington St at Walnut St,42.351458,-71.207649,0.727,90.002
171,525,Washington St at Crafts St,42.35389,-71.199437,1.089,90.729
172,130,Centre St at Washington St,42.355743,-71.186419,0.156,91.818
173,50,Bacon St at Washington St,42.357119,-71.186045,1.327,91.974
174,376,Nonantum Library,42.360684,-71.201461,0.502,93.301
175,110,California at Chapel,42.365148,-71.20236,0.945,93.803
176,544,Watertown St at 5th Ave,42.36289,-71.19127,0.481,94.748
177,224,Galen St at Watertown St,42.36428,-71.18573,0.109,95.229
178,543,Watertown Sq,42.36526,-71.185733,0.298,95.338
179,542,Watertown City Hall,42.367593,-71.187514,1.024,95.636
180,2,160 Arsenal St,42.364664,-71.175693,0.952,96.66
181,41,Arsenal on the Charles,42.363498,-71.164216,0.546,97.612
182,40,Arsenal Yards,42.362773,-71.157648,1.037,98.158
183,176,Coolidge Sq.,42.372076,-71.156831,0.496,99.194
184,375,Nichols Ave. at Watertown Greenway,42.36762,-71.156566,0.589,99.69
185,25,99 Coolidge Ave,42.363675,-71.151786,0.601,100.279
186,551,Western Ave at Leo Birmingham Pkwy,42.361558,-71.14506,1.698,100.88
187,285,Innovation Lab - 125 Western Ave at Batten Way,42.363712,-71.124597,0.081,102.578
188,467,Stadium Rd at Western Ave,42.36306,-71.125045,0.422,102.659
189,271,Honan Library,42.360273,-71.128524,0.292,103.081
190,310,Lincoln St at Empire St,42.357651,-71.128513,0.868,103.372
191,502,Union Square - Brighton Ave at Cambridge St,42.353334,-71.137313,0.507,104.24
192,77,Boston Landing,42.35656,-71.141675,0.424,104.747
193,370,New Balance - 20 Guest St,42.357329,-71.146735,1.607,105.172
194,138,Chestnut Hill Ave at Ledgemere Rd,42.343706,-71.153257,0.406,106.779
195,160,Commonwealth Ave at Chiswick Rd,42.340246,-71.151688,0.53,107.184
196,149,Cleveland Circle,42.335543,-71.150615,1.431,107.715
197,522,Washington Sq,42.339858,-71.134211,0.428,109.146
198,57,Beacon St at Tappan St,42.338266,-71.138946,1.253,109.573
199,484,Tappan St at Brookline Hills MBTA,42.33137,-71.126883,0.591,110.827
200,105,Brookline Town Hall,42.333764,-71.120464,0.772,111.418
201,183,Cypress St at Clark Playground,42.327843,-71.125362,0.485,112.19
202,269,High St at Cypress St,42.324645,-71.121352,0.55,112.675
203,290,Jamaicaway at Perkins St,42.321251,-71.116483,0.843,113.225
204,434,S Huntington Ave at Heath St,42.327603,-71.110891,0.655,114.067
205,279,Hyde Square - Centre St at Perkins St,42.321765,-71.109841,0.701,114.722
206,336,Martha Eliot Health Center,42.324173,-71.10196,0.204,115.423
207,288,Jackson Square T Stop,42.322931,-71.100141,0.749,115.627
208,322,MLK Blvd at Washington St,42.321438,-71.09126,0.722,116.376
209,519,Walnut Ave at Warren St,42.324081,-71.083235,1.072,117.098
210,367,NCAAA - Walnut Ave at Crawford St,42.316902,-71.091946,0.454,118.17
211,486,The Dimock Center,42.319309,-71.096399,0.442,118.624
212,203,Egleston Square - Atherton St at Washington St,42.315692,-71.098634,0.493,119.066
213,471,Stony Brook T Stop,42.316966,-71.104374,0.751,119.559
214,240,Green Street T Stop - Green St at Amory St,42.310579,-71.107341,0.645,120.31
215,128,Centre St at Seaverns Ave,42.31358,-71.11405,0.516,120.955
216,182,Curtis Hall - South St at Centre St,42.309054,-71.11543,0.335,121.47
217,289,Jamaica St at South St,42.306045,-71.115708,0.663,121.806
218,553,Williams St at Washington St,42.306539,-71.107669,1.15,122.469
219,518,Walnut Ave at School St,42.312423,-71.096169,0.436,123.619
220,221,Franklin Park - Seaver St at Humboldt Ave,42.309796,-71.092225,0.903,124.056
221,222,Franklin Park Zoo - Franklin Park Rd at Blue Hill Ave,42.303469,-71.085347,0.588,124.958
222,220,Four Corners/Geneva T Stop,42.303215,-71.078209,0.135,125.546
223,219,Four Corners - 157 Washington St,42.304127,-71.079295,0.442,125.681
224,241,Grove Hall Library - 41 Geneva Ave,42.30791,-71.080952,1.114,126.123
225,429,Roxbury YMCA - Warren St at MLK Blvd,42.317873,-71.08243,0.365,127.238
226,72,Blue Hill Ave at Southwood St,42.31786,-71.077986,1.012,127.603
227,153,Columbia Rd at Ceylon St,42.309572,-71.0729,1.493,128.615
228,212,Fields Corner T Stop,42.299633,-71.060689,0.855,130.108
229,450,Shawmut T Stop,42.292917,-71.06575,0.575,130.963
230,535,Washington St at Talbot Ave,42.290333,-71.071806,0.335,131.538
231,151,Codman Square Library,42.287361,-71.071111,0.598,131.874
232,528,Washington St at Fuller St,42.281986,-71.071479,0.731,132.472
233,43,Ashmont T Stop,42.285694,-71.064138,0.682,133.204
234,195,Dorchester Ave at King St,42.291718,-71.062571,0.488,133.886
235,26,Adams St at Mallet St.,42.290891,-71.056746,0.897,134.374
236,227,Gallivan Blvd at Adams St,42.282975,-71.054666,0.791,135.27
237,409,Pope John Paul II Park - Neponset Trail at Hallet St,42.279774,-71.046085,1.163,136.061
238,120,Cedar Grove T Stop,42.279607,-71.060221,0.815,137.224
239,109,Butler T Stop,42.272548,-71.062882,0.882,138.039
240,121,Central Ave at River St,42.270947,-71.073379,0.763,138.921
241,539,Washington St at Walsh Playground,42.277194,-71.069556,0.9,139.683
242,359,Morton St at Gallivan Blvd,42.278747,-71.080286,0.833,140.583
243,490,Thetford Ave at Norfolk St,42.286212,-71.079429,0.825,141.416
244,358,Morton St T,42.280725,-71.086172,1.161,142.24
245,5,2 Hummingbird Lane at Olmsted Green,42.28887,-71.095003,0.458,143.401
246,71,Blue Hill Ave at Havelock St,42.286012,-71.090986,0.977,143.86
247,345,Mattapan Library,42.277388,-71.09325,0.31,144.837
248,70,Blue Hill Ave at Almont St,42.27462,-71.093725,0.6,145.147
249,181,Cummins Highway at Blue Hill Ave T Stop,42.269988,-71.097461,0.391,145.747
250,346,Mattapan T Stop,42.267902,-71.093641,2.674,146.137
251,500,Truman Parkway at Fairmount Ave,42.252287,-71.118358,0.622,148.812
252,148,Cleary Sq,42.2556,-71.12444,0.21,149.433
253,278,Hyde Park Library,42.256837,-71.122509,0.674,149.644
254,276,Hyde Park Ave at Arlington St,42.262867,-71.121631,0.612,150.318
255,426,Ross Playground,42.264566,-71.114552,0.551,150.93
256,12,555 Metropolitan Ave,42.2681,-71.11924,0.509,151.481
257,33,American Legion Hwy at Hyde Park Ave,42.272653,-71.119903,0.729,151.99
258,32,American Legion Hwy at Cummins Hwy,42.278811,-71.116877,0.973,152.719
259,13,606 American Legion Hwy at Canterbury St,42.28578,-71.109725,0.749,153.692
260,361,Mt. Hope St at Hyde Park Ave,42.284844,-71.118745,0.709,154.441
261,379,Northbourne Rd at Hyde Park Ave,42.29118,-71.117736,0.562,155.15
262,277,Hyde Park Ave at Walk Hill St,42.296067,-71.116011,0.57,155.712
263,39,Archdale Rd at Washington St,42.292665,-71.121195,0.823,156.282
264,424,Roslindale Village - South St,42.287072,-71.127754,0.093,157.105
265,425,Roslindale Village - Washington St,42.286307,-71.128205,0.794,157.198
266,526,Washington St at Denton Terr,42.280728,-71.134237,0.657,157.993
267,60,Belgrade Ave at Walworth St,42.286345,-71.136721,0.865,158.65
268,61,Bellevue T Stop,42.28593,-71.147221,0.514,159.515
269,129,Centre St at W. Roxbury Post Office,42.286331,-71.153447,1.281,160.029
270,464,Spring St at Powell St,42.277484,-71.163414,0.775,161.309
271,127,Centre St at Parkway YMCA,42.282779,-71.157288,2.097,162.084
272,299,Knoll St at Centre St,42.293766,-71.136565,1.085,164.182
273,125,Centre St at Allandale St,42.300806,-71.127436,1.085,165.266
274,215,Forest Hills,42.300923,-71.114249,1.903,166.351
275,145,Circuit Drive at American Legion Hwy,42.297041,-71.091719,0.467,168.254
276,482,Talbot Ave At Blue Hill Ave,42.294583,-71.087111,0.795,168.721
277,483,Talbot Ave T Station,42.292251,-71.077972,0.243,169.516
278,401,Park St at Norwell St,42.294425,-71.078217,0.656,169.759
279,523,Washington St at Bowdoin St,42.299164,-71.073458,1.185,170.415
280,80,Bowdoin St at Quincy St,42.307852,-71.065122,0.46,171.6
281,246,Hancock St at Pleasant St,42.309819,-71.060199,0.84,172.06
282,53,Beach St at Freeport St,42.303674,-71.054259,1.097,172.9
