stop_number,station_id,station_name,lat,lng,distance_to_next_km,cumulative_distance_km
283,20,780 Morrissey Blvd,42.295305,-71.047186,1.788,173.997
284,441,Savin Hill T Stop - S Sydney St at Bay St,42.3106,-71.0539,1.443,175.785
285,508,University of Massachusetts Boston - Campus Center,42.312189,-71.036485,1.041,177.228
286,228,Geiger Gibson Community Health Center,42.318864,-71.045367,0.838,178.269
287,67,Bike Town at Moakley Park,42.32586,-71.049142,0.5,179.107
288,154,Columbia Rd at Tierney Community Center,42.33023,-71.0506,2.138,179.607
289,211,Farragut Rd at E. 6th St,42.3334,-71.02495,0.353,181.745
290,363,Murphy Skating Rink - 1880 Day Blvd,42.336448,-71.023739,1.238,182.098
291,460,South Boston Library - 646 E Broadway,42.335741,-71.03877,0.613,183.336
292,516,W Broadway at Dorchester St,42.335958,-71.046228,0.764,183.95
293,184,Damrell St at Old Colony,42.332482,-71.054241,0.266,184.714
294,36,Andrew T Stop - Dorchester Ave at Dexter St,42.331332,-71.057084,1.315,184.98
295,287,JFK/UMass T Stop,42.320339,-71.05118,0.195,186.295
296,481,Sydney St at Carson St,42.320393,-71.053554,0.399,186.49
297,433,Ryan Playground - Dorchester Ave at Harbor View St,42.317642,-71.056664,0.235,186.889
298,350,Meaney Playground - Pleasant St at E Cottage St,42.319384,-71.058291,0.33,187.125
299,197,E Cottage St at Columbia Rd,42.320561,-71.06198,0.46,187.455
300,509,Uphams Corner,42.317274,-71.06537,0.396,187.914
301,510,Uphams Corner T Stop - Magnolia St at Dudley St,42.318697,-71.069781,0.869,188.31
302,196,Dudley Town Common - Mt Pleasant Ave at Blue Hill Ave,42.325333,-71.075354,0.861,189.179
303,386,Nubian Square - Bolling Building,42.329842,-71.083865,0.397,190.039
304,530,Washington St at Melnea Cass Blvd,42.332817,-71.081198,0.865,190.436
305,534,Washington St at Rutland St,42.338514,-71.07404,0.389,191.301
306,461,South End Library - Tremont St at W Newton St,42.341332,-71.076847,0.255,191.69
307,497,Tremont St at W. Dedham St,42.342549,-71.074214,0.196,191.945
308,520,Warren Ave at Dartmouth St,42.34431,-71.074033,0.207,192.142
309,155,Columbus Ave at W. Canton St,42.344742,-71.076481,1.337,192.348
310,430,Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,42.336244,-71.087985,0.228,193.685
311,213,Flat 9 at Whittier,42.334203,-71.087676,0.626,193.914
312,403,Parker St at Huntington Ave,42.338488,-71.092611,0.317,194.539
313,547,Wentworth Institute of Technology - Huntington Ave at Vancouver St,42.337586,-71.09627,0.241,194.856
314,274,Huntington Ave at Mass Art,42.336585,-71.098869,0.48,195.097
315,91,Brigham Circle - Francis St at Huntington Ave,42.334628,-71.104079,0.487,195.578
316,314,Longwood Ave at Binney St,42.338629,-71.1065,0.328,196.065
317,243,HMS/HSPH - Avenue Louis Pasteur at Longwood Ave,42.337417,-71.102861,0.352,196.393
318,152,Colleges of the Fenway - Fenway at Avenue Louis Pasteur,42.340115,-71.100618,0.422,196.745
319,303,Landmark Center - Brookline Ave at Park Dr,42.34369,-71.102352,0.265,197.167
320,108,Burlington Ave at Brookline Ave,42.345733,-71.100694,0.302,197.432
321,86,Boylston St at Jersey St,42.34465,-71.097325,0.452,197.734
322,295,Kenmore Square,42.348706,-71.097009,0.301,198.186
323,304,Lansdowne T Stop,42.347344,-71.100168,0.422,198.487
324,399,Park Dr at Buswell St,42.347241,-71.105301,0.2,198.909
325,465,St Mary's,42.346197,-71.107286,0.475,199.109
326,48,B.U. Central - 725 Comm. Ave.,42.350406,-71.108279,0.371,199.584
327,162,Commonwealth Ave at Granby St,42.349856,-71.103825,0.27,199.955
328,453,Silber Way,42.349495,-71.100575,0.056,200.225
329,159,Commonwealth Ave at Blandford Mall,42.349,-71.100471,1.037,200.281
330,343,Massachusetts Ave at Boylston St.,42.34752,-71.088012,0.102,201.318
331,87,Boylston St at Massachusetts Ave,42.347406,-71.086784,0.161,201.42
332,371,Newbury St at Hereford St,42.348717,-71.085954,1.346,201.58
333,81,Boylston St at Arlington St,42.352095,-71.07022,0.621,202.927
334,142,Chinatown T Stop,42.352409,-71.062679,0.335,203.548
335,249,Harrison Ave at Bennet St,42.349426,-71.062099,0.311,203.883
336,141,Chinatown Gate Plaza,42.351356,-71.059367,0.519,204.193
337,498,Tremont St at West St,42.354979,-71.063348,0.422,204.712
338,390,One Beacon St,42.358477,-71.061351,0.6,205.134
339,468,Staniford St at Merrimac St,42.36358,-71.063721,0.256,205.734
340,369,Nashua Street at Red Auerbach Way [Extension],42.365858,-71.064157,0.61,205.99
341,364,Museum of Science,42.36769,-71.071162,0.263,206.601
342,198,EF - North Point Park,42.369885,-71.069957,0.287,206.864
343,140,Child Street at Brian P. Murphy Staircase,42.371976,-71.072004,0.337,207.151
344,107,Bunker Hill Community College,42.374089,-71.069059,0.615,207.488
345,431,Rutherford Ave at Bunker Hill Industrial Park,42.379352,-71.071371,0.158,208.103
346,272,Hood Park,42.380045,-71.073045,0.52,208.261
347,475,Sullivan Square,42.384452,-71.075148,0.18,208.781
348,432,Rutherford Ave at Main St,42.38385,-71.073114,0.39,208.961
349,325,Main St at Baldwin St,42.380857,-71.070629,0.268,209.351
350,202,Edwards Playground - Main St at Eden St,42.378965,-71.068607,0.272,209.619
351,328,Main St at Salem St,42.3771,-71.06646,0.226,209.891
352,324,Main St at Austin St,42.375603,-71.064608,0.103,210.117
353,329,Main St at Thompson Sq,42.374878,-71.063834,0.105,210.219
354,327,Main St at Devens St,42.374015,-71.063313,0.346,210.325
355,521,Warren St at Chelsea St,42.371848,-71.060292,0.248,210.67
356,173,Constitution Rd at Chelsea St,42.3736,-71.05843,0.409,210.918
357,266,Hayes Square - Vine St at Moulton St,42.377022,-71.056605,0.499,211.327
358,352,Medford St at Charlestown BCYF,42.380429,-71.060557,0.263,211.826
359,353,Medford St at McNulty Ct,42.37916,-71.057862,0.406,212.088
360,135,Chelsea St at Medford St,42.37857,-71.05298,0.334,212.495
361,463,Spaulding Rehabilitation Hospital - Charlestown Navy Yard,42.378338,-71.048927,0.673,212.829
362,133,Charlestown Navy Yard,42.374124,-71.054811,0.949,213.502
363,487,The Eddy - New St at Sumner St,42.370744,-71.044201,0.387,214.451
364,76,Boston East - 126 Border St,42.373312,-71.04102,0.281,214.838
365,123,Central Square East Boston,42.375449,-71.039185,0.581,215.12
366,335,Marion St at White St,42.380669,-71.039073,0.587,215.7
367,65,Bennington St at Marion St,42.375908,-71.035984,0.775,216.287
368,190,Day Sq,42.379295,-71.027733,0.282,217.063
369,556,Wood Island T Stop - Vienna St at Bennington St,42.380024,-71.024441,0.746,217.345
370,28,Airport T Stop - Bremen St at Brooks St,42.375578,-71.031243,0.206,218.091
371,89,Bremen St at Marion St,42.374106,-71.032762,0.456,218.297
372,234,Gove St at Orleans St,42.370577,-71.035585,0.619,218.752
373,407,Piers Park,42.365011,-71.035285,0.545,219.372
374,411,Porzio Park,42.364119,-71.028767,0.552,219.916
375,348,Maverick St at Massport Path,42.367741,-71.033359,0.537,220.468
376,199,East Boston Neighborhood Health Center - 20 Maverick Square,42.369536,-71.039431,0.082,221.006
377,347,Maverick Square - Lewis Mall,42.368844,-71.039778,0.355,221.088
378,308,Lewis Mall Wharf,42.365678,-71.040301,1.411,221.442
379,210,Fan Pier,42.35339,-71.044571,0.213,222.853
380,444,Seaport Square - Seaport Blvd at Northern Ave,42.351481,-71.04436,0.11,223.066
381,541,Watermark Seaport - Boston Wharf Rd at Seaport Blvd,42.351586,-71.045692,0.27,223.176
382,442,Seaport Blvd at Sleeper St,42.353178,-71.048173,0.487,223.446
383,427,Rowes Wharf at Atlantic Ave,42.357143,-71.050699,0.165,223.933
384,476,Surface Rd at India St,42.358155,-71.052163,0.177,224.098
385,96,Broad St at Central St,42.358494,-71.054264,0.259,224.275
386,150,Clinton St at North St,42.360702,-71.055249,0.189,224.533
387,170,Congress St at Boston City Hall,42.360417,-71.057522,0.238,224.723
388,79,Boston Public Market - Surface Rd at Sudbury St,42.362561,-71.057489,0.657,224.961
389,115,Cambridge St at Joy St,42.361257,-71.065287,0.204,225.618
390,69,Blossom St at Charles St,42.36254,-71.067059,1.092,225.822
391,394,One Memorial Drive,42.361663,-71.080293,0.428,226.914
392,19,75 Binney St,42.365507,-71.080137,0.313,227.341
393,423,Rogers St & Land Blvd,42.366446,-71.076546,0.054,227.654
394,116,Cambridgeside Pl at Land Blvd,42.366929,-71.076512,0.326,227.708
395,305,Lechmere Canal Park,42.36984,-71.076079,0.333,228.034
396,10,40 Thorndike St,42.369061,-71.079999,0.479,228.367
397,297,Kennedy-Longfellow School 158 Spring St,42.369552,-71.08579,0.072,228.846
398,291,John Ahern Field at Kennedy-Longfellow School,42.369035,-71.086309,0.344,228.918
399,225,Galileo Galilei Way at Fulkerson St/Binney St,42.36642,-71.088541,0.098,229.261
400,8,325 Binney St.,42.36722,-71.08903,0.242,229.359
401,393,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,0.677,229.601
402,445,Sennott Park Broadway at Norfolk Street,42.368605,-71.099301,0.564,230.278
403,122,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,0.602,230.842
404,356,Moore Youth Center,42.363539,-71.111698,0.355,231.444
405,185,Dana Park,42.36178,-71.108099,0.611,231.798
406,318,MIT Pacific St at Purrington St,42.359573,-71.101294,0.357,232.409
407,507,University Park,42.362647,-71.10006,0.367,232.766
408,124,Central Square at Mass Ave / Essex St,42.36507,-71.1031,0.274,233.133
409,300,Lafayette Square at Mass Ave / Main St / Columbia St,42.363464,-71.100573,0.016,233.407
410,342,Mass Ave/Lafayette Square,42.363564,-71.100441,0.733,233.422
411,330,Main Street/Albany Street/Technology Square,42.362901,-71.091566,0.279,234.155
412,35,Ames St at Main St,42.3625,-71.08822,0.251,234.434
413,316,MIT Carleton St at Amherst St,42.360541,-71.086698,0.103,234.685
414,317,MIT Hayward St at Amherst St,42.360859,-71.085518,0.18,234.788
415,294,Kendall T,42.362427,-71.084954,0.153,234.969
416,392,One Broadway / Kendall Sq at Main St / 3rd St,42.362241,-71.08311,0.092,235.122
417,95,Broad Canal Way at Third Street,42.363045,-71.08287,0.045,235.213
418,293,Kendall Street,42.363076,-71.082321,0.266,235.258
419,491,Third at Binney,42.365444,-71.082771,0.301,235.524
420,68,Binney St / Sixth St,42.366087,-71.086336,0.777,235.826
421,233,Gore Street at Lambert Street,42.373079,-71.086342,0.317,236.603
422,66,Berkshire Street at Cambridge Street,42.372076,-71.089954,0.39,236.92
423,88,Boynton Yards at 101 South Street,42.37546,-71.091217,0.495,237.31
424,139,Chestnut St at Poplar St,42.377636,-71.085954,0.223,237.806
425,284,Innerbelt at East Somerville Station,42.379609,-71.086437,0.314,238.029
426,531,Washington St at Myrtle St,42.38175,-71.083952,0.658,238.342
427,201,Edgerly Education Center,42.387174,-71.087143,0.329,239.0
428,200,East Somerville Library (Broadway and Illinois),42.387628,-71.083187,0.436,239.329
429,97,Broadway St at Mt Pleasant St,42.386141,-71.078281,0.928,239.764
430,207,Encore,42.393292,-71.072447,0.674,240.693
431,103,Broadway at Lynde St,42.396483,-71.065467,0.252,241.367
432,99,Broadway at Beacham St,42.39836,-71.063738,0.567,241.619
433,382,Northern Strand - West St & Wellington Ave,42.403444,-71.063278,0.977,242.186
434,17,7 Acre Park,42.411432,-71.068232,1.094,243.163
435,383,Northern Strand at Bike Kitchen ,42.420834,-71.072165,1.46,244.257
436,480,Swan St. Park,42.412504,-71.058422,0.557,245.717
437,245,Hale Park,42.415327,-71.052818,0.901,246.274
438,408,Pope John High School,42.420348,-71.044197,0.677,247.175
439,230,Glendale Square (Ferry St at Broadway),42.414272,-71.044796,0.776,247.852
440,104,Broadway at Maple St,42.410346,-71.052604,0.4,248.628
441,209,Everett Square (Broadway at Norwood St),42.407381,-71.055356,0.437,249.028
442,292,Kearins Playground,42.406161,-71.060416,1.12,249.465
443,136,Chelsea St at Vine St,42.403369,-71.047314,0.644,250.584
444,238,Gramsdorf Playground,42.408156,-71.0429,1.334,251.228
445,137,Chelsea Station,42.396365,-71.039871,0.778,252.563
446,119,Cary Square,42.398135,-71.030709,1.723,253.34
447,419,Revere City Hall,42.40741,-71.0139,1.294,255.063
448,22,855 Broadway,42.398417,-71.023909,0.713,256.358
449,14,615 Broadway,42.394541,-71.030828,0.262,257.071
450,62,Bellingham Square,42.393196,-71.033445,0.535,257.333
451,134,Chelsea Square,42.390226,-71.03857,1.107,257.868
452,231,Glendon St at Condor St,42.382403,-71.030243,1.161,258.974
453,63,Bennington St at Byron St,42.383532,-71.01619,0.203,260.135
454,27,Addison St at Saratoga St,42.385181,-71.015136,0.37,260.338
455,64,Bennington St at Constitution Beach,42.385223,-71.01063,0.438,260.708
456,42,Ashley St at Boardman,42.389155,-71.010409,0.442,261.146
457,395,Orient Heights T Stop - Bennington St at Saratoga St,42.386781,-71.006098,1.611,261.587
458,54,Beachmont Square at Suffolk Downs,42.397608,-70.993072,0.64,263.198
459,205,Eliot Circle Revere Beach,42.402889,-70.989972,1.238,263.838
460,418,Revere Beach - Markey Footbridge,42.414019,-70.989609,0.805,265.076
461,396,Orr Sq (Shirley Ave),42.407156,-70.992724,1.336,265.881
462,420,Revere Public Library,42.408088,-71.008942,12.373,267.216
463,514,Vinnin Square,42.486287,-70.901667,1.817,279.589
464,438,Salem State University - Bike Path at Loring Ave,42.501823,-70.89478,0.321,281.406
465,439,Salem State University - North Campus,42.503332,-70.891444,0.503,281.727
466,216,Forest River Park,42.506395,-70.88693,0.689,282.23
467,301,Lafayette at Leach St,42.511427,-70.891833,0.8,282.919
468,349,Mayor Salvo Path at Mill St,42.518035,-70.8957,0.421,283.719
469,192,Derby Street,42.520096,-70.89139,0.246,284.14
470,451,Shetland Park - Congress at Peabody St,42.518367,-70.889523,0.45,284.386
471,265,Hawthorne Boulevard,42.522371,-70.890333,0.792,284.836
472,435,Salem Ferry Landing,42.521892,-70.880691,1.66,285.628
473,440,Salem Willows Park,42.534669,-70.870214,1.757,287.288
474,90,Bridge Street Neck,42.5281,-70.889711,0.741,289.045
475,436,Salem MBTA - Lower Level,42.523994,-70.89684,0.085,289.786
476,437,Salem MBTA - Washington at Federal St,42.523452,-70.896111,1.091,289.871
477,377,North St at Liberty Hill Ave,42.529899,-70.906142,1.064,290.962
478,232,Goodhue St at Grove St,42.520897,-70.910528,0.359,292.025
479,166,Community Life Center,42.520136,-70.906271,0.439,292.384
480,208,Essex St at Dalton Parkway,42.516223,-70.905535,12.178,292.824
481,385,Northern Strand at Salem Street,42.441956,-71.01468,2.755,305.002
482,333,Maplewood Square,42.43359,-71.046279,0.661,307.757
483,298,Kierstead Park ,42.429338,-71.051912,1.035,308.418
484,332,Malden High School,42.426537,-71.063936,0.435,309.453
485,384,Northern Strand at Main St,42.42386,-71.067793,0.533,309.888
486,331,Malden Center T Station,42.426541,-71.073179,1.525,310.421
487,244,Haines Square,42.423331,-71.091245,1.26,311.946
488,118,Carr Park,42.434365,-71.094755,1.099,313.206
489,268,Hickey Park,42.424981,-71.098973,0.8,314.306
490,313,Logan Park,42.418007,-71.096572,1.2,315.106
491,273,Hormel Stadium,42.407216,-71.096515,1.294,316.306
492,248,Harris Park,42.410818,-71.081528,1.053,317.6
493,546,Wellington MBTA,42.402368,-71.075731,1.136,318.653
494,44,Assembly Square T,42.392232,-71.077466,0.245,319.789
495,239,Grand Union Blvd at Revolution Dr,42.391658,-71.080351,0.154,320.034
496,214,Foley St at Grand Union Blvd,42.393018,-71.080716,0.823,320.189
497,218,Foss Park,42.391084,-71.090394,0.806,321.012
498,100,Broadway at Central St,42.395171,-71.098505,0.374,321.818
499,457,Somerville City Hall Annex,42.391898,-71.097453,0.619,322.192
500,229,Gilman Square T at Medford St,42.386735,-71.094644,0.118,322.811
501,458,Somerville High School & Central Library,42.3864,-71.09601,0.18,322.929
502,456,Somerville City Hall,42.386844,-71.09812,0.946,323.11
503,459,Somerville Hospital,42.390413,-71.108571,0.339,324.055
504,168,Community Path at Lowell St,42.392525,-71.105587,0.585,324.395
505,323,Magoun Square at Trum Field,42.397783,-71.10594,0.435,324.98
506,501,Tufts Sq - Main St at Medford St,42.401697,-71.106128,1.168,325.415
507,326,Main St at Brooks Park,42.411709,-71.110444,0.696,326.584
508,351,Medford Sq - Riverside Ave at River St,42.417724,-71.108102,0.85,327.28
509,236,Governors Ave at Lawrence Rd,42.425178,-71.110386,1.35,328.129
510,470,Steve Miller Dr at Winthrop St (Medford High),42.428086,-71.12636,1.04,329.48
511,555,Winthrop Circle,42.421361,-71.117556,0.816,330.52
512,46,Auburn St. at Mystic River,42.41759,-71.126081,0.696,331.336
513,548,West Medford Square (Bower St at Harvard Ave),42.420647,-71.133483,0.775,332.032
514,365,Mystic Valley Parkway at River Station,42.415091,-71.139177,0.752,332.806
515,354,Medford St at Warren St,42.41649,-71.148134,0.807,333.558
516,355,Mill St. at Minuteman Bikeway,42.418602,-71.157535,0.444,334.365
517,416,Railroad Lot and Minuteman Bikeway,42.416064,-71.153366,0.172,334.808
518,479,Swan Place at Minuteman Bikeway,42.414705,-71.152377,0.654,334.98
519,312,Linwood St at Minuteman Bikeway,42.409353,-71.149065,0.74,335.634
520,101,Broadway at Grafton St,42.409942,-71.140093,0.747,336.374
521,146,Clarendon Hill at Broadway,42.406302,-71.132446,0.769,337.121
522,397,Packard Ave at Powderhouse Blvd,42.40449,-71.123413,0.451,337.889
523,485,Teele Square,42.400879,-71.125907,0.508,338.34
524,311,Linear Park - Mass. Ave. at Cameron Ave. ,42.397828,-71.130516,0.623,338.848
525,189,Davis Square,42.396969,-71.123024,0.673,339.471
526,413,Powder House Circle - Nathan Tufts Park,42.400877,-71.116772,0.57,340.143
527,242,Grove St at Community Path,42.396386,-71.120113,0.611,340.713
528,341,Mass Ave at Hadley/Walden,42.391209,-71.122607,0.577,341.324
529,307,Lesley University,42.386748,-71.119018,0.42,341.901
530,554,Wilson Square,42.385675,-71.114121,0.512,342.321
531,174,Conway Park - Somerville Avenue,42.383638,-71.108536,0.473,342.832
532,6,30 Dane St,42.381001,-71.104025,0.198,343.305
533,405,Perry Park,42.379273,-71.103419,0.456,343.503
534,4,191 Beacon St,42.380323,-71.108786,0.224,343.959
535,58,Beacon St at Washington / Kirkland,42.378753,-71.107072,0.749,344.184
536,283,Inman Square at Springfield St.,42.374267,-71.100264,0.499,344.933
537,114,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,0.325,345.432
538,112,Cambridge Dept. of Public Works -147 Hampshire St.,42.371197,-71.097598,0.561,345.758
539,9,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,0.618,346.319
540,113,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,0.189,346.937
541,513,Verizon Innovation Hub 10 Ware Street,42.372508,-71.113053,0.469,347.126
542,24,955 Mass Ave,42.368951,-71.109987,0.433,347.595
543,262,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,0.424,348.028
544,455,Soldiers Field Park - 111 Western Ave,42.364263,-71.118275,0.565,348.453
545,264,Harvard University River Houses at DeWolfe St / Cowperthwaite St,42.369239,-71.11687,0.469,349.018
546,256,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,0.198,349.487
547,255,Harvard Square at Brattle St / Eliot St,42.373328,-71.120986,0.156,349.685
548,144,Church St,42.374339,-71.119664,0.515,349.841
549,261,Harvard University Gund Hall at Quincy St / Kirkland St,42.376369,-71.114025,0.292,350.357
550,260,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,0.279,350.649
551,254,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,0.447,350.928
552,263,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,0.3,351.375
553,237,Graham and Parks School â€“ Linnaean St at Walker St,42.382944,-71.124498,0.815,351.675
554,275,Huron Ave At Vassal Lane,42.38165,-71.134269,0.503,352.49
555,512,Vassal Lane at Tobin/VLUS,42.385367,-71.137756,1.452,352.993
556,169,Concord Ave at Spinelli Place,42.390719,-71.153887,0.329,354.445
557,454,Smith Pl at Wilson Rd,42.392397,-71.150583,0,354.775
